Date	Toyota	Ford	GM
3/15/2004	0.002031197	-0.007238409	-0.002788596
3/22/2004	0.018230025	0.007238409	0.006442338
3/29/2004	0.004410346	0.01203501	0.007758392
4/5/2004	0.001440248	-0.002099736	-0.000758783
4/12/2004	-0.007005876	-0.008144367	-0.003267025
4/19/2004	0.017131681	0.07075976	0.027427094
4/26/2004	-0.014824183	-0.006733383	-0.015779064
5/3/2004	-0.02134982	-0.028028724	-0.026661624
5/10/2004	-0.010169185	0.008793665	0.002482334
5/17/2004	0.007553138	-0.013757084	-0.012671864
5/24/2004	0.018848577	0.018247614	0.022791589
6/1/2004	0.013038868	0.001910389	0.007843003
6/7/2004	0.010516403	0.018959693	0.016937832
6/14/2004	0.016291513	0.008433168	-0.000727375
6/21/2004	0.002508607	-0.000895761	-0.003026455
6/28/2004	0.009620232	-0.025545047	-0.022568621
7/6/2004	-0.01375321	0.005981679	-0.009704685
7/12/2004	0.00229475	-0.008844121	-0.006248949
7/19/2004	-0.012285497	-0.005135841	-0.006804913
7/26/2004	0.015400327	0.004177486	0.002203074
8/2/2004	-0.032500283	-0.019625077	-0.016982453
8/9/2004	0.006285639	-0.008446289	-0.003259487
8/16/2004	0.005382676	0.009782581	0.006733383
8/23/2004	0.020776541	0.000333431	0.004392246
8/30/2004	-0.015172664	0.002658276	0.008074143
9/7/2004	-0.000287099	-0.007686829	0.001504553
9/13/2004	-0.003286413	0.008017972	-0.006401348
9/20/2004	-0.008946403	-0.013105431	-0.007211807
9/27/2004	0.016746936	0.012111243	0.018324425
10/4/2004	0	-0.0073611	-0.017015054
10/11/2004	-0.011462054	-0.02215209	-0.027347825
10/18/2004	-0.001461583	-0.009332307	-0.012976485
10/25/2004	0.013321369	0.005408469	0.008395545
11/1/2004	0.005642466	0.025062404	0.019510894
11/8/2004	-0.002022853	0.01299482	0.004501762
11/15/2004	-0.006354259	-0.002303955	-0.014397821
11/22/2004	-0.003615555	0.002959989	0.003613431
11/29/2004	-0.003181235	0.001962177	-0.007257178
12/6/2004	-0.005667967	-0.0029466	0.004018948
12/13/2004	0.012464756	0.003598694	-0.003514541
12/20/2004	0.011059675	0.013788284	0.01340215
12/27/2004	0.015003596	-0.004760309	0.002558623
1/3/2005	-0.013113422	0.000318982	-0.011696802
1/10/2005	0.011117407	-0.01790152	-0.021357808
1/18/2005	-0.014570395	-0.030271882	-0.013851719
1/24/2005	-0.009782712	0.004254347	0.008045203
1/31/2005	0.008775068	0.002813253	0.006853955
2/7/2005	0.00262617	-0.005289889	0.004941128
2/14/2005	0.000334116	-0.003562731	0.001806337
2/22/2005	-0.008658067	0.001428602	-0.004790299
2/28/2005	0.006537647	-0.02044116	-0.024777639
3/7/2005	0.000391382	-0.000373908	-0.006246952
3/14/2005	-0.012760108	-0.0366678	-0.079237179
3/21/2005	-0.010072567	-0.003678752	0.010281602
3/28/2005	-0.000353564	-0.004538986	0.00114568
4/4/2005	0.008638315	-0.00584636	0.001794271
4/11/2005	-0.018114207	-0.064710315	-0.06163483
4/18/2005	-0.001327565	0.017689727	0.018905301
4/25/2005	0.001568505	-0.031068938	-0.000898975
5/2/2005	0.009588516	0.029661176	0.061799804
5/9/2005	-0.01675305	-0.020696063	0.003111005
5/16/2005	0.005051762	0.031374071	0.034117805
5/23/2005	0.000181498	0.003198396	-0.015311615
5/31/2005	-0.003217685	-0.007808784	-0.012497462
6/6/2005	-0.004163577	0.018599264	0.047556319
6/13/2005	0.009974433	0.038232398	0.014540665
6/20/2005	-0.006725867	-0.043144779	-0.019913449
6/27/2005	0.002739269	0.004023344	0.007149042
7/5/2005	0.008532346	0.004867335	0.000408876
7/11/2005	0.00819281	0.023550566	0.025012748
7/18/2005	0.003141595	-0.011401677	-0.005826068
7/25/2005	0.001908736	0.004681319	0.006725362
8/1/2005	-0.00452515	-0.015512166	-0.019556069
8/8/2005	0.027565577	-0.009311418	-0.00188356
8/15/2005	-0.004345456	-0.016442133	-0.0132797
8/22/2005	0.015102693	0.000465232	0.008125613
8/29/2005	0.00026688	0.003704027	-0.015981283
9/6/2005	0.016080029	0.001840234	-0.006129976
9/12/2005	0.008099798	0.001375076	0.000430492
9/19/2005	-0.000555525	-0.005990364	-0.019207376
9/26/2005	0.031335594	0.002775054	-0.006494526
10/3/2005	-0.008498627	-0.028582318	-0.034179178
10/10/2005	0.007274466	-0.03006875	-0.004800712
10/17/2005	-0.023342289	-0.018873618	0.00430654
10/24/2005	0.01926838	-0.006664496	-0.015605073
10/31/2005	0.004733502	0.014312647	-0.007930965
11/7/2005	-0.005829544	-0.01711999	-0.030821624
11/14/2005	0.03500428	0.023036168	-0.007726858
11/21/2005	-0.001675963	-0.004294665	-0.022036276
11/28/2005	-0.002037489	-0.008718877	-0.015061393
12/5/2005	-0.003879845	0.00109948	0.016259999
12/12/2005	0.005917334	0.006539062	-0.02000394
12/19/2005	0.023229841	-0.021622187	-0.065486975
12/27/2005	0.003919727	-0.009772757	0.013393402
1/3/2006	0.010904049	0.04260661	0.030026024
1/9/2006	-0.012317742	0.001578298	-0.009105971
1/17/2006	-0.00722301	-0.034412151	-0.007014025
1/23/2006	-0.000508442	0.044790052	0.074441495
1/30/2006	0.000847074	-0.019934889	-0.01188321
2/6/2006	0.002741634	0.000536497	-0.024788733
2/13/2006	0.02153154	0.009020491	0.00602187
2/21/2006	0.000639727	-0.018232322	-0.040157138
2/27/2006	-0.01207239	-0.029454979	-0.017304858
3/6/2006	0.003925853	0.015543012	0.051858119
3/13/2006	0.006144254	-0.001699785	-0.010358451
3/20/2006	-8.03E-05	0.015063746	0.030162853
3/27/2006	0.002880903	-0.007187724	-0.027390524
4/3/2006	0.020257765	-0.019964522	-0.03749878
4/10/2006	-0.003746248	-0.014240439	0.019486485
4/17/2006	0.01653543	-0.001813341	0.028513157
4/24/2006	-0.001406683	-0.016670065	0.02125846
5/1/2006	0.022893305	-0.001260653	0.005692529
5/8/2006	-0.043508275	0.011216263	0.055571928
5/15/2006	-0.007015965	-0.004949278	-0.024167999
5/22/2006	0.001183795	0.017081198	0.056082957
5/30/2006	-0.00260862	-0.012747504	-0.02527398
6/5/2006	-0.037230307	-0.021466597	-0.019174595
6/12/2006	0.000517994	-0.004554441	0.004218191
6/19/2006	-0.004248473	-0.011263799	0.02266102
6/26/2006	0.020838567	0.026684158	0.043260103
7/3/2006	-0.00087287	-0.012811976	-0.00453181
7/10/2006	-0.027568516	-0.023372752	-0.03066882
7/17/2006	0.003620245	-0.006915663	0.023163632
7/24/2006	0.028994896	0.040568055	0.047792094
7/31/2006	0.010322447	0.018033428	-0.017221602
8/7/2006	-0.002699116	0.014377958	-0.010346038
8/14/2006	0.016960283	0.035622499	0.006295294
8/21/2006	-0.02245029	0	-0.017801446
8/28/2006	0.009552435	0.014415523	0.013712564
9/5/2006	-0.008571348	0.025494084	0.023558311
9/11/2006	-0.000817419	-0.038825225	-0.00404907
9/18/2006	0.003463454	-0.001084381	-0.014549156
9/25/2006	0.007603516	0.004858535	0.036032267
10/2/2006	0.020676252	0.011652502	-0.029839271
10/9/2006	0.007501997	-0.007378967	0.026219571
10/16/2006	-0.002248294	-0.00858954	0.004553237
10/23/2006	0.0126986	0.014922014	0.007658782
10/30/2006	-0.00502759	0.004689488	0.003909068
11/6/2006	0.015089751	0.010243269	0.00554234
11/13/2006	0.003762608	0.015414473	0.011750357
11/20/2006	-0.015359897	-0.018462166	-0.054091815
11/27/2006	0.00505994	-0.025183546	-0.022008963
12/4/2006	0.007142985	-0.046117751	-0.001636884
12/11/2006	0.013218297	-0.00910504	-0.004646508
12/18/2006	0.020735192	0.020370648	0.002404405
12/26/2006	0.007830629	0.005236032	0.018770543
1/3/2007	-0.001911981	0.006315034	-0.00694423
1/8/2007	-0.0092899	0.015122032	0.00737458
1/16/2007	0.004751845	0.022001089	0.01104198
1/22/2007	-0.002600475	0.006233999	0.018605695
1/29/2007	-0.000892352	-0.009912256	0.000802763
2/5/2007	0.002605808	0.025614408	0.038111477
2/12/2007	0.016424519	-0.010065213	0.006923594
2/20/2007	-0.005256517	-0.011870939	-0.025689235
2/26/2007	-0.021046694	-0.038836316	-0.04879378
3/5/2007	0.013415952	0.019031411	0.005260793
3/12/2007	-0.010699402	-0.021326236	-0.026214127
3/19/2007	0.010829859	0.019130052	0.039984745
3/26/2007	-0.016686512	0	-0.018745409
4/2/2007	-0.005696306	0.006555513	0.017511422
4/9/2007	-0.017408432	0.000541852	0.001644538
4/16/2007	0.015481443	-0.014872666	-0.004537549
4/23/2007	-0.013769373	0.016494178	-0.001661843
4/30/2007	-0.003825778	0.009075937	-0.009539151
5/7/2007	-0.003570008	0.00785364	-0.016772444
5/14/2007	0.0067902	0.016294318	0.028387907
5/21/2007	-0.006572998	-0.012163067	-0.013463225
5/29/2007	0.010511963	-0.005170233	0.000142415
6/4/2007	0.005301692	-0.005759264	0.007061854
6/11/2007	0.003475765	0.034437643	0.048466865
6/18/2007	-0.008494943	0.010105923	0.009910173
6/25/2007	0.009981012	0.013580125	0.027753069
7/2/2007	0.001205848	-0.014532526	-0.015317936
7/9/2007	-0.000860978	-0.006725934	0.006379849
7/16/2007	-0.010714385	-0.028513157	-0.025479477
7/23/2007	-0.00867226	-0.008879451	-0.050313846
7/30/2007	-0.005733104	-0.009064793	0.012932118
8/6/2007	0.00323871	0.016908977	0.036510275
